sample_id value control batch marker type flagged_batch batch_effect cols
PTLG031_Unstim_Control_1 3.829521037887236 Unstim_Control_1 PTLG031 CREB %pos none 0 #AEAEAE
PTLG031_Unstim_Control_2 4.29660516697856 Unstim_Control_2 PTLG031 CREB %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 24.53221818625805 IFNa_LPS_Control_1 PTLG032 CREB %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 27.32005628941562 IFNa_LPS_Control_2 PTLG032 CREB %pos none 0 #AEAEAE
PTLG032_Unstim_Control_1 2.686983411363505 Unstim_Control_1 PTLG032 CREB %pos none 0 #AEAEAE
PTLG032_Unstim_Control_2 3.308714918759232 Unstim_Control_2 PTLG032 CREB %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 10.738419802490656 IFNa_LPS_Control_1 PTLG033 CREB %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 15.495185008116927 IFNa_LPS_Control_2 PTLG033 CREB %pos none 0 #AEAEAE
PTLG033_Unstim_Control_1 2.279322041814817 Unstim_Control_1 PTLG033 CREB %pos none 0 #AEAEAE
PTLG033_Unstim_Control_2 2.7394033733064345 Unstim_Control_2 PTLG033 CREB %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 11.036184744606924 IFNa_LPS_Control_1 PTLG034 CREB %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 18.11780868967886 IFNa_LPS_Control_2 PTLG034 CREB %pos none 0 #AEAEAE
PTLG034_Unstim_Control_1 2.6827761517505393 Unstim_Control_1 PTLG034 CREB %pos none 0 #AEAEAE
PTLG034_Unstim_Control_2 3.1167199322570953 Unstim_Control_2 PTLG034 CREB %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 17.473817072621 IFNa_LPS_Control_1 PTLG021 STAT5 %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 23.615998746776025 IFNa_LPS_Control_2 PTLG021 STAT5 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_1 3.1054930275840054 Unstim_Control_1 PTLG021 STAT5 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_2 2.802507634389491 Unstim_Control_2 PTLG021 STAT5 %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 18.98525333312383 IFNa_LPS_Control_1 PTLG025 STAT5 %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 24.241285351874474 IFNa_LPS_Control_2 PTLG025 STAT5 %pos none 0 #AEAEAE
PTLG025_Unstim_Control_1 2.425943027633729 Unstim_Control_1 PTLG025 STAT5 %pos none 0 #AEAEAE
PTLG025_Unstim_Control_2 1.843813844599065 Unstim_Control_2 PTLG025 STAT5 %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 19.42529401541046 IFNa_LPS_Control_1 PTLG026 STAT5 %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 24.84808907680218 IFNa_LPS_Control_2 PTLG026 STAT5 %pos none 0 #AEAEAE
PTLG026_Unstim_Control_1 1.7774536969520198 Unstim_Control_1 PTLG026 STAT5 %pos none 0 #AEAEAE
PTLG026_Unstim_Control_2 1.6213537987961077 Unstim_Control_2 PTLG026 STAT5 %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 19.870374863995366 IFNa_LPS_Control_1 PTLG027 STAT5 %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 26.517256941970118 IFNa_LPS_Control_2 PTLG027 STAT5 %pos none 0 #AEAEAE
PTLG027_Unstim_Control_1 1.874755275913749 Unstim_Control_1 PTLG027 STAT5 %pos none 0 #AEAEAE
PTLG027_Unstim_Control_2 2.1564214279322993 Unstim_Control_2 PTLG027 STAT5 %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 19.16120781898374 IFNa_LPS_Control_1 PTLG028 STAT5 %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 24.529891932978618 IFNa_LPS_Control_2 PTLG028 STAT5 %pos none 0 #AEAEAE
PTLG028_Unstim_Control_1 2.864324688860278 Unstim_Control_1 PTLG028 STAT5 %pos none 0 #AEAEAE
PTLG028_Unstim_Control_2 1.94412218487998 Unstim_Control_2 PTLG028 STAT5 %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 18.742573187857836 IFNa_LPS_Control_1 PTLG030 STAT5 %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 24.51995513644394 IFNa_LPS_Control_2 PTLG030 STAT5 %pos none 0 #AEAEAE
PTLG030_Unstim_Control_1 2.746299722479186 Unstim_Control_1 PTLG030 STAT5 %pos none 0 #AEAEAE
PTLG030_Unstim_Control_2 1.9932796299329452 Unstim_Control_2 PTLG030 STAT5 %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 21.992294494777713 IFNa_LPS_Control_1 PTLG031 STAT5 %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 29.378497202238208 IFNa_LPS_Control_2 PTLG031 STAT5 %pos none 0 #AEAEAE
PTLG031_Unstim_Control_1 3.392988277531482 Unstim_Control_1 PTLG031 STAT5 %pos none 0 #AEAEAE
PTLG031_Unstim_Control_2 3.0243277527285515 Unstim_Control_2 PTLG031 STAT5 %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 22.50083941271634 IFNa_LPS_Control_1 PTLG032 STAT5 %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 29.677609900451124 IFNa_LPS_Control_2 PTLG032 STAT5 %pos none 0 #AEAEAE
PTLG032_Unstim_Control_1 3.1963470319634704 Unstim_Control_1 PTLG032 STAT5 %pos none 0 #AEAEAE
PTLG032_Unstim_Control_2 3.1811467705116154 Unstim_Control_2 PTLG032 STAT5 %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 16.31078567965187 IFNa_LPS_Control_1 PTLG033 STAT5 %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 25.445117498410763 IFNa_LPS_Control_2 PTLG033 STAT5 %pos none 0 #AEAEAE
PTLG033_Unstim_Control_1 1.829763135001956 Unstim_Control_1 PTLG033 STAT5 %pos none 0 #AEAEAE
PTLG033_Unstim_Control_2 1.5540353715859867 Unstim_Control_2 PTLG033 STAT5 %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 15.707837682790867 IFNa_LPS_Control_1 PTLG034 STAT5 %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 27.536942992893533 IFNa_LPS_Control_2 PTLG034 STAT5 %pos none 0 #AEAEAE
PTLG034_Unstim_Control_1 2.5511185829594596 Unstim_Control_1 PTLG034 STAT5 %pos none 0 #AEAEAE
PTLG034_Unstim_Control_2 2.9173154142423994 Unstim_Control_2 PTLG034 STAT5 %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 68.32955177232498 IFNa_LPS_Control_1 PTLG021 p38 %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 69.08005527612889 IFNa_LPS_Control_2 PTLG021 p38 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_1 3.0117576737330443 Unstim_Control_1 PTLG021 p38 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_2 3.5021247031070755 Unstim_Control_2 PTLG021 p38 %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 68.52839735078526 IFNa_LPS_Control_1 PTLG025 p38 %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 68.45168185661937 IFNa_LPS_Control_2 PTLG025 p38 %pos none 0 #AEAEAE
PTLG025_Unstim_Control_1 2.5147403566100732 Unstim_Control_1 PTLG025 p38 %pos none 0 #AEAEAE
PTLG025_Unstim_Control_2 2.62758013974015 Unstim_Control_2 PTLG025 p38 %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 69.52603492780771 IFNa_LPS_Control_1 PTLG026 p38 %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 69.25311846284961 IFNa_LPS_Control_2 PTLG026 p38 %pos none 0 #AEAEAE
PTLG026_Unstim_Control_1 1.4111127315152399 Unstim_Control_1 PTLG026 p38 %pos PTLG026 1 #8E000C
PTLG026_Unstim_Control_2 1.6998914177885072 Unstim_Control_2 PTLG026 p38 %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 70.62534734996439 IFNa_LPS_Control_1 PTLG027 p38 %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 71.17568113256847 IFNa_LPS_Control_2 PTLG027 p38 %pos none 0 #AEAEAE
PTLG027_Unstim_Control_1 1.8862319916827563 Unstim_Control_1 PTLG027 p38 %pos PTLG027 1 #8E000C
PTLG027_Unstim_Control_2 2.4048951385877606 Unstim_Control_2 PTLG027 p38 %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 69.05899035241103 IFNa_LPS_Control_1 PTLG028 p38 %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 69.98634015224121 IFNa_LPS_Control_2 PTLG028 p38 %pos none 0 #AEAEAE
PTLG028_Unstim_Control_1 2.747838881736252 Unstim_Control_1 PTLG028 p38 %pos none 0 #AEAEAE
PTLG028_Unstim_Control_2 2.5977443159392903 Unstim_Control_2 PTLG028 p38 %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 69.27190234417198 IFNa_LPS_Control_1 PTLG030 p38 %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 70.42856248886835 IFNa_LPS_Control_2 PTLG030 p38 %pos none 0 #AEAEAE
PTLG030_Unstim_Control_1 2.9260575224960053 Unstim_Control_1 PTLG030 p38 %pos none 0 #AEAEAE
PTLG030_Unstim_Control_2 2.6380182353320727 Unstim_Control_2 PTLG030 p38 %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 70.47000571892966 IFNa_LPS_Control_1 PTLG031 p38 %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 72.31764588329337 IFNa_LPS_Control_2 PTLG031 p38 %pos none 0 #AEAEAE
PTLG031_Unstim_Control_1 3.1359643158266928 Unstim_Control_1 PTLG031 p38 %pos none 0 #AEAEAE
PTLG031_Unstim_Control_2 3.232815463257181 Unstim_Control_2 PTLG031 p38 %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 71.28292787155459 IFNa_LPS_Control_1 PTLG032 p38 %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 71.6554995106527 IFNa_LPS_Control_2 PTLG032 p38 %pos none 0 #AEAEAE
PTLG032_Unstim_Control_1 3.00416160915554 Unstim_Control_1 PTLG032 p38 %pos none 0 #AEAEAE
PTLG032_Unstim_Control_2 3.4094266147441923 Unstim_Control_2 PTLG032 p38 %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 70.85049315959712 IFNa_LPS_Control_1 PTLG033 p38 %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 71.64277120776703 IFNa_LPS_Control_2 PTLG033 p38 %pos none 0 #AEAEAE
PTLG033_Unstim_Control_1 2.9589149866591935 Unstim_Control_1 PTLG033 p38 %pos none 0 #AEAEAE
PTLG033_Unstim_Control_2 3.056866941801759 Unstim_Control_2 PTLG033 p38 %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 71.99281284163355 IFNa_LPS_Control_1 PTLG034 p38 %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 74.22699802916186 IFNa_LPS_Control_2 PTLG034 p38 %pos none 0 #AEAEAE
PTLG034_Unstim_Control_1 4.466229833605087 Unstim_Control_1 PTLG034 p38 %pos PTLG034 1 #8E000C
PTLG034_Unstim_Control_2 5.313811722071986 Unstim_Control_2 PTLG034 p38 %pos PTLG034 1 #8E000C
PTLG021_IFNa_LPS_Control_1 23.645775420354315 IFNa_LPS_Control_1 PTLG021 TCRgd %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 29.333273656001207 IFNa_LPS_Control_2 PTLG021 TCRgd %pos none 0 #AEAEAE
PTLG021_Unstim_Control_1 19.19944573877723 Unstim_Control_1 PTLG021 TCRgd %pos none 0 #AEAEAE
PTLG021_Unstim_Control_2 21.12342666946729 Unstim_Control_2 PTLG021 TCRgd %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 27.969171059764463 IFNa_LPS_Control_1 PTLG025 TCRgd %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 33.08336465282345 IFNa_LPS_Control_2 PTLG025 TCRgd %pos none 0 #AEAEAE
PTLG025_Unstim_Control_1 23.537685586417563 Unstim_Control_1 PTLG025 TCRgd %pos none 0 #AEAEAE
PTLG025_Unstim_Control_2 26.110032644811366 Unstim_Control_2 PTLG025 TCRgd %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 25.704059890955204 IFNa_LPS_Control_1 PTLG026 TCRgd %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 32.0285780694861 IFNa_LPS_Control_2 PTLG026 TCRgd %pos none 0 #AEAEAE
PTLG026_Unstim_Control_1 20.97185358028292 Unstim_Control_1 PTLG026 TCRgd %pos none 0 #AEAEAE
PTLG026_Unstim_Control_2 25.30018237594746 Unstim_Control_2 PTLG026 TCRgd %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 25.57904706738785 IFNa_LPS_Control_1 PTLG027 TCRgd %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 30.946697071189337 IFNa_LPS_Control_2 PTLG027 TCRgd %pos none 0 #AEAEAE
PTLG027_Unstim_Control_1 21.37099496374708 Unstim_Control_1 PTLG027 TCRgd %pos none 0 #AEAEAE
PTLG027_Unstim_Control_2 23.164495102796533 Unstim_Control_2 PTLG027 TCRgd %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 27.576097641603813 IFNa_LPS_Control_1 PTLG028 TCRgd %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 33.541535851592364 IFNa_LPS_Control_2 PTLG028 TCRgd %pos none 0 #AEAEAE
PTLG028_Unstim_Control_1 24.328367359450677 Unstim_Control_1 PTLG028 TCRgd %pos none 0 #AEAEAE
PTLG028_Unstim_Control_2 27.254787049550895 Unstim_Control_2 PTLG028 TCRgd %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 27.766825105325697 IFNa_LPS_Control_1 PTLG030 TCRgd %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 32.57228953360194 IFNa_LPS_Control_2 PTLG030 TCRgd %pos none 0 #AEAEAE
PTLG030_Unstim_Control_1 23.4962366495669 Unstim_Control_1 PTLG030 TCRgd %pos none 0 #AEAEAE
PTLG030_Unstim_Control_2 26.08238161179688 Unstim_Control_2 PTLG030 TCRgd %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 29.037112843512027 IFNa_LPS_Control_1 PTLG031 TCRgd %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 36.93345323741008 IFNa_LPS_Control_2 PTLG031 TCRgd %pos PTLG031 1 #8E000C
PTLG031_Unstim_Control_1 23.543530883672858 Unstim_Control_1 PTLG031 TCRgd %pos none 0 #AEAEAE
PTLG031_Unstim_Control_2 27.327589455043267 Unstim_Control_2 PTLG031 TCRgd %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 29.471017368212205 IFNa_LPS_Control_1 PTLG032 TCRgd %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 35.93083119545515 IFNa_LPS_Control_2 PTLG032 TCRgd %pos none 0 #AEAEAE
PTLG032_Unstim_Control_1 23.313681290098838 Unstim_Control_1 PTLG032 TCRgd %pos none 0 #AEAEAE
PTLG032_Unstim_Control_2 27.18141533503424 Unstim_Control_2 PTLG032 TCRgd %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 25.436846724646934 IFNa_LPS_Control_1 PTLG033 TCRgd %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 29.98113931166368 IFNa_LPS_Control_2 PTLG033 TCRgd %pos none 0 #AEAEAE
PTLG033_Unstim_Control_1 18.994739576947552 Unstim_Control_1 PTLG033 TCRgd %pos none 0 #AEAEAE
PTLG033_Unstim_Control_2 22.718614629950125 Unstim_Control_2 PTLG033 TCRgd %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 26.51996493013086 IFNa_LPS_Control_1 PTLG034 TCRgd %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 32.365905317991874 IFNa_LPS_Control_2 PTLG034 TCRgd %pos none 0 #AEAEAE
PTLG034_Unstim_Control_1 20.90924742508178 Unstim_Control_1 PTLG034 TCRgd %pos none 0 #AEAEAE
PTLG034_Unstim_Control_2 23.82474254964626 Unstim_Control_2 PTLG034 TCRgd %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 49.58978828267043 IFNa_LPS_Control_1 PTLG021 STAT1 %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 59.050906629219135 IFNa_LPS_Control_2 PTLG021 STAT1 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_1 1.531690021260265 Unstim_Control_1 PTLG021 STAT1 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_2 2.2814302564185422 Unstim_Control_2 PTLG021 STAT1 %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 55.11183740169543 IFNa_LPS_Control_1 PTLG025 STAT1 %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 64.1513201165085 IFNa_LPS_Control_2 PTLG025 STAT1 %pos none 0 #AEAEAE
PTLG025_Unstim_Control_1 1.4520139234211835 Unstim_Control_1 PTLG025 STAT1 %pos none 0 #AEAEAE
PTLG025_Unstim_Control_2 1.8052798801811825 Unstim_Control_2 PTLG025 STAT1 %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 57.07020965696593 IFNa_LPS_Control_1 PTLG026 STAT1 %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 65.49878803307175 IFNa_LPS_Control_2 PTLG026 STAT1 %pos none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.8756015750328132 Unstim_Control_1 PTLG026 STAT1 %pos none 0 #AEAEAE
PTLG026_Unstim_Control_2 1.1875520509387618 Unstim_Control_2 PTLG026 STAT1 %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 61.30736655890664 IFNa_LPS_Control_1 PTLG027 STAT1 %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 70.74099147248153 IFNa_LPS_Control_2 PTLG027 STAT1 %pos none 0 #AEAEAE
PTLG027_Unstim_Control_1 1.5156015824365743 Unstim_Control_1 PTLG027 STAT1 %pos none 0 #AEAEAE
PTLG027_Unstim_Control_2 2.1268248363583804 Unstim_Control_2 PTLG027 STAT1 %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 54.57890753451471 IFNa_LPS_Control_1 PTLG028 STAT1 %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 62.77526245634908 IFNa_LPS_Control_2 PTLG028 STAT1 %pos none 0 #AEAEAE
PTLG028_Unstim_Control_1 1.5615228986573477 Unstim_Control_1 PTLG028 STAT1 %pos none 0 #AEAEAE
PTLG028_Unstim_Control_2 1.8472449797275476 Unstim_Control_2 PTLG028 STAT1 %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 55.42562385221994 IFNa_LPS_Control_1 PTLG030 STAT1 %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 62.68911769944305 IFNa_LPS_Control_2 PTLG030 STAT1 %pos none 0 #AEAEAE
PTLG030_Unstim_Control_1 1.8811496089479438 Unstim_Control_1 PTLG030 STAT1 %pos none 0 #AEAEAE
PTLG030_Unstim_Control_2 1.9759079200107208 Unstim_Control_2 PTLG030 STAT1 %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 60.53411793034945 IFNa_LPS_Control_1 PTLG031 STAT1 %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 68.21842525979217 IFNa_LPS_Control_2 PTLG031 STAT1 %pos none 0 #AEAEAE
PTLG031_Unstim_Control_1 2.4709658117333477 Unstim_Control_1 PTLG031 STAT1 %pos none 0 #AEAEAE
PTLG031_Unstim_Control_2 2.7819293904874343 Unstim_Control_2 PTLG031 STAT1 %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 65.03846036445773 IFNa_LPS_Control_1 PTLG032 STAT1 %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 71.28486961356042 IFNa_LPS_Control_2 PTLG032 STAT1 %pos none 0 #AEAEAE
PTLG032_Unstim_Control_1 2.9456389804057572 Unstim_Control_1 PTLG032 STAT1 %pos none 0 #AEAEAE
PTLG032_Unstim_Control_2 3.369813347656775 Unstim_Control_2 PTLG032 STAT1 %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 40.744127810273184 IFNa_LPS_Control_1 PTLG033 STAT1 %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 59.86245882433292 IFNa_LPS_Control_2 PTLG033 STAT1 %pos none 0 #AEAEAE
PTLG033_Unstim_Control_1 1.3953841393282307 Unstim_Control_1 PTLG033 STAT1 %pos none 0 #AEAEAE
PTLG033_Unstim_Control_2 1.5248492048049647 Unstim_Control_2 PTLG033 STAT1 %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 41.05447736153355 IFNa_LPS_Control_1 PTLG034 STAT1 %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 61.858148720590755 IFNa_LPS_Control_2 PTLG034 STAT1 %pos none 0 #AEAEAE
PTLG034_Unstim_Control_1 3.0666086023029946 Unstim_Control_1 PTLG034 STAT1 %pos none 0 #AEAEAE
PTLG034_Unstim_Control_2 3.782312181886057 Unstim_Control_2 PTLG034 STAT1 %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 52.49357635497588 IFNa_LPS_Control_1 PTLG021 STAT3 %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 66.60493792625 IFNa_LPS_Control_2 PTLG021 STAT3 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_1 4.709861910163494 Unstim_Control_1 PTLG021 STAT3 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_2 5.028194729443699 Unstim_Control_2 PTLG021 STAT3 %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 54.83371699284272 IFNa_LPS_Control_1 PTLG025 STAT3 %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 68.00596636286761 IFNa_LPS_Control_2 PTLG025 STAT3 %pos none 0 #AEAEAE
PTLG025_Unstim_Control_1 4.701285785323577 Unstim_Control_1 PTLG025 STAT3 %pos none 0 #AEAEAE
PTLG025_Unstim_Control_2 4.395053111435863 Unstim_Control_2 PTLG025 STAT3 %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 63.32966417550161 IFNa_LPS_Control_1 PTLG026 STAT3 %pos none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 75.72801027128136 IFNa_LPS_Control_2 PTLG026 STAT3 %pos none 0 #AEAEAE
PTLG026_Unstim_Control_1 4.232754849059355 Unstim_Control_1 PTLG026 STAT3 %pos none 0 #AEAEAE
PTLG026_Unstim_Control_2 4.936273838012208 Unstim_Control_2 PTLG026 STAT3 %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 65.11627906976744 IFNa_LPS_Control_1 PTLG027 STAT3 %pos none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 78.35162355400365 IFNa_LPS_Control_2 PTLG027 STAT3 %pos none 0 #AEAEAE
PTLG027_Unstim_Control_1 5.243508904581235 Unstim_Control_1 PTLG027 STAT3 %pos none 0 #AEAEAE
PTLG027_Unstim_Control_2 6.44104427787758 Unstim_Control_2 PTLG027 STAT3 %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 57.390540317178626 IFNa_LPS_Control_1 PTLG028 STAT3 %pos none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 70.29754232900405 IFNa_LPS_Control_2 PTLG028 STAT3 %pos none 0 #AEAEAE
PTLG028_Unstim_Control_1 4.777144258475875 Unstim_Control_1 PTLG028 STAT3 %pos none 0 #AEAEAE
PTLG028_Unstim_Control_2 5.376684885959982 Unstim_Control_2 PTLG028 STAT3 %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 58.911499405855025 IFNa_LPS_Control_1 PTLG030 STAT3 %pos none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 70.3255496026302 IFNa_LPS_Control_2 PTLG030 STAT3 %pos none 0 #AEAEAE
PTLG030_Unstim_Control_1 5.1614666554537045 Unstim_Control_1 PTLG030 STAT3 %pos none 0 #AEAEAE
PTLG030_Unstim_Control_2 5.753510326240712 Unstim_Control_2 PTLG030 STAT3 %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 70.89967793396141 IFNa_LPS_Control_1 PTLG031 STAT3 %pos none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 79.18215427657874 IFNa_LPS_Control_2 PTLG031 STAT3 %pos none 0 #AEAEAE
PTLG031_Unstim_Control_1 6.284167867925042 Unstim_Control_1 PTLG031 STAT3 %pos PTLG031 1 #8E000C
PTLG031_Unstim_Control_2 6.794689843131837 Unstim_Control_2 PTLG031 STAT3 %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 73.92326241567719 IFNa_LPS_Control_1 PTLG032 STAT3 %pos none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 80.50139275766016 IFNa_LPS_Control_2 PTLG032 STAT3 %pos none 0 #AEAEAE
PTLG032_Unstim_Control_1 6.712039766487486 Unstim_Control_1 PTLG032 STAT3 %pos PTLG032 1 #8E000C
PTLG032_Unstim_Control_2 7.656103128776688 Unstim_Control_2 PTLG032 STAT3 %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 43.08809358677706 IFNa_LPS_Control_1 PTLG033 STAT3 %pos none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 72.80856138654954 IFNa_LPS_Control_2 PTLG033 STAT3 %pos none 0 #AEAEAE
PTLG033_Unstim_Control_1 3.073348162938831 Unstim_Control_1 PTLG033 STAT3 %pos PTLG033 1 #8E000C
PTLG033_Unstim_Control_2 3.9385964013968398 Unstim_Control_2 PTLG033 STAT3 %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 43.85357247231753 IFNa_LPS_Control_1 PTLG034 STAT3 %pos none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 74.36847313199709 IFNa_LPS_Control_2 PTLG034 STAT3 %pos none 0 #AEAEAE
PTLG034_Unstim_Control_1 4.739672476478869 Unstim_Control_1 PTLG034 STAT3 %pos none 0 #AEAEAE
PTLG034_Unstim_Control_2 6.776111520846421 Unstim_Control_2 PTLG034 STAT3 %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 84.62983275983832 IFNa_LPS_Control_1 PTLG021 S6 %pos none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 88.5128595326146 IFNa_LPS_Control_2 PTLG021 S6 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_1 78.45784965664332 Unstim_Control_1 PTLG021 S6 %pos none 0 #AEAEAE
PTLG021_Unstim_Control_2 83.14779208608682 Unstim_Control_2 PTLG021 S6 %pos none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 83.40862487527792 IFNa_LPS_Control_1 PTLG025 S6 %pos none 0 #AEAEAE
